Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Bread Loaf,Food,Bamboo,Yes,Contains hemp and binders,0.5869309425712006,30,95.38689277458006,High,Use bamboo-based sustainable design
Oatmeal,Food,Rubber,No,Contains bioplastic and minor additives,4.416819992567556,142,32.69435330776458,Low,Replace with natural rubber
Laptop,Electronics,Paper,Yes,Contains hemp and starch base,1.1486720038898612,50,91.35404000275726,High,Use recycled paper packaging
Bed Frame,Furniture,Paper Wrap,Yes,Contains recycled wood and starch base,4.05749549301736,117,77.78054869080376,Medium,Use bamboo-based bed
Notebook,Daily-use,Rubber,No,Contains bamboo and eco resin,3.8467985203133006,161,32.82655562995864,Low,Replace with natural rubber
Smartwatch,Electronics,Fabric,Yes,Contains bamboo and adhesives,2.2961236492517885,129,80.01316906219547,High,Use organic cotton or hemp fabrics
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains bioplastic and starch base,1.6485727423296983,71,90.41721054539286,High,Use recycled wood shelf
Milk Carton,Food,Paper,Yes,Contains organic cotton and binders,1.277494215890596,54,89.05039043803527,High,Use recycled paper packaging
Detergent,Daily-use,Bamboo,Yes,Contains hemp and starch base,0.1406926553014432,31,92.1929486918721,High,Use bamboo-based sustainable design
Bed Frame,Furniture,Paper Wrap,Yes,Contains bamboo and eco resin,4.477084140962477,117,75.68684373198631,Medium,Use bamboo-based bed
Nail Polish,Cosmetics,Metal,Yes,Contains recycled wood and adhesives,1.7804428389233615,90,80.88165660178855,High,Switch to stainless steel components
Notebook,Daily-use,Aluminum,Yes,Contains glass and minor additives,9.192369473595988,200,56.04596298688335,Medium,Promote closed-loop aluminum recycling
Bed Frame,Furniture,Paper Wrap,Yes,Contains recycled wood and eco resin,3.631322989392699,120,73.60275600176877,Medium,Use bamboo-based bed
Tablet,Electronics,Rubber,No,Contains steel and starch base,4.081500531376109,136,34.76971525169108,Low,Replace with natural rubber
Oatmeal,Food,Glass,Yes,Contains aluminium and minor additives,1.005513597744148,64,90.13158689485029,High,Encourage glass refill systems
Nail Polish,Cosmetics,Plastic,No,Contains hemp and minor additives,5.808656228083802,189,27.470381304018005,Low,Use bioplastic or glass packaging
Pasta,Food,Metal,Yes,Contains glass and binders,2.3645850186819644,100,79.9293524141114,High,Switch to stainless steel components
Cereal Box,Food,Fabric,Yes,Contains glass and adhesives,2.5384189143596743,125,78.56590867233547,High,Use organic cotton or hemp fabrics
Candle,Daily-use,Rubber,No,Contains steel and eco resin,3.6250261052564343,158,34.420376036412485,Low,Replace with natural rubber
LED TV,Electronics,Plastic,No,Contains bioplastic and adhesives,6.379115381555456,184,24.68402707296625,Low,Use bioplastic or glass packaging
Table,Furniture,Recyclable Paper Wrap,Yes,Contains organic cotton and adhesives,3.476788180805112,94,83.39127802481978,High,Use reclaimed wood table
Laptop,Electronics,Paper,Yes,Contains glass and eco resin,0.3752767505271286,46,91.5575885222388,High,Use recycled paper packaging
Air Conditioner,Electronics,Glass,Yes,Contains bioplastic and minor additives,0.8359686445026387,64,89.8380371688236,High,Encourage glass refill systems
Air Conditioner,Electronics,Fabric,Yes,Contains recycled wood and minor additives,2.013419617171038,108,81.43328543993708,High,Use organic cotton or hemp fabrics
Cereal Box,Food,Glass,Yes,Contains aluminium and eco resin,1.5174359062966936,62,84.72390938778545,High,Encourage glass refill systems
Perfume,Cosmetics,Fabric,Yes,Contains recycled wood and starch base,2.2920634345090027,119,80.45694824663921,High,Use organic cotton or hemp fabrics
Headphones,Electronics,Glass,Yes,Contains recycled wood and minor additives,0.8945363943475129,65,85.67255630792691,High,Encourage glass refill systems
Water Bottle,Daily-use,Rubber,No,Contains bamboo and colorants,3.565322107265483,141,35.02643691167867,Low,Replace with natural rubber
Bed Frame,Furniture,Paper Wrap,Yes,Contains bamboo and adhesives,4.3601475292676,121,73.20576793096163,Medium,Use bamboo-based bed
Notebook,Daily-use,Glass,Yes,Contains bamboo and binders,1.5113678269299302,61,85.20986176409542,High,Encourage glass refill systems
Umbrella,Daily-use,Bamboo,Yes,Contains recycled wood and adhesives,0.4899189312799116,31,96.84661397982268,High,Use bamboo-based sustainable design
Yogurt Cup,Food,Fabric,Yes,Contains bioplastic and eco resin,2.550091474981396,109,81.58835411608763,High,Use organic cotton or hemp fabrics
Tablet,Electronics,Aluminum,Yes,Contains glass and binders,9.32211148443698,190,58.35835575570013,Medium,Promote closed-loop aluminum recycling
Smartphone,Electronics,Bioplastic,Yes,Contains steel and adhesives,0.8440850791738358,61,89.73792990488244,High,Adopt bioplastic materials
Smartwatch,Electronics,Bamboo,Yes,Contains bioplastic and minor additives,0.372040425636111,30,92.66117600200454,High,Use bamboo-based sustainable design
Nail Polish,Cosmetics,Aluminum,Yes,Contains recycled wood and adhesives,9.07501269750786,219,58.853124891109424,Medium,Promote closed-loop aluminum recycling
Perfume,Cosmetics,Aluminum,Yes,Contains hemp and minor additives,9.355056323004456,218,57.91703430161879,Medium,Promote closed-loop aluminum recycling
LED TV,Electronics,Plastic,No,Contains glass and minor additives,5.535744301591027,164,26.507905149855752,Low,Use bioplastic or glass packaging
Soap,Cosmetics,Fabric,Yes,Contains steel and binders,2.1040338670274785,129,77.05446832682493,High,Use organic cotton or hemp fabrics
Water Bottle,Daily-use,Plastic,No,Contains glass and adhesives,6.243248703662268,195,24.00864582419722,Low,Use bioplastic or glass packaging
Body Lotion,Cosmetics,Plastic,No,Contains bamboo and adhesives,6.040803775283366,172,24.26147665472701,Low,Use bioplastic or glass packaging
Smartwatch,Electronics,Bamboo,Yes,Contains glass and eco resin,0.3957837514198585,32,97.72945764265516,High,Use bamboo-based sustainable design
Pasta,Food,Metal,Yes,Contains bamboo and colorants,1.8559070043433847,93,83.45662804513945,High,Switch to stainless steel components
Cereal Box,Food,Plastic,No,Contains glass and starch base,6.021470513316865,168,24.06844156960215,Low,Use bioplastic or glass packaging
Wooden Chair,Furniture,Cardboard,Yes,Contains hemp and minor additives,2.2280020243568988,73,79.22226915680582,Medium,Use bamboo-based chair
Headphones,Electronics,Aluminum,Yes,Contains steel and eco resin,8.88594052451119,214,59.641617115928085,Medium,Promote closed-loop aluminum recycling
Notebook,Daily-use,Metal,Yes,Contains bamboo and adhesives,1.922560177823542,98,81.4623728547637,High,Switch to stainless steel components
Moisturizer,Cosmetics,Bioplastic,Yes,Contains glass and starch base,0.7483885395103679,59,86.90189959692934,High,Adopt bioplastic materials
Shampoo,Cosmetics,Fabric,Yes,Contains bioplastic and eco resin,2.0935978683687084,123,80.64586055674334,High,Use organic cotton or hemp fabrics
Body Lotion,Cosmetics,Paper,Yes,Contains bioplastic and starch base,1.2532956936082045,51,89.93082513729858,High,Use recycled paper packaging
Soap,Cosmetics,Plastic,No,Contains aluminium and adhesives,5.533223558720041,193,27.70186857002464,Low,Use bioplastic or glass packaging
Oatmeal,Food,Aluminum,Yes,Contains bioplastic and starch base,8.98894235912906,182,60.18836397120385,Medium,Promote closed-loop aluminum recycling
Lipstick,Cosmetics,Plastic,No,Contains hemp and minor additives,5.568534028540074,189,24.30302665356315,Low,Use bioplastic or glass packaging
Laptop,Electronics,Fabric,Yes,Contains bioplastic and minor additives,2.7541586730874155,114,78.18944843518196,High,Use organic cotton or hemp fabrics
Smartphone,Electronics,Bioplastic,Yes,Contains glass and eco resin,1.021301068647105,64,87.7809491178643,High,Adopt bioplastic materials
Pasta,Food,Bamboo,Yes,Contains bamboo and adhesives,0.2680278688135278,28,97.25717136689684,High,Use bamboo-based sustainable design
Pasta,Food,Rubber,No,Contains bioplastic and colorants,3.9408471519418886,164,34.07282153964922,Low,Replace with natural rubber
Nail Polish,Cosmetics,Glass,Yes,Contains recycled wood and colorants,1.4908463835429455,58,90.55098063054892,High,Encourage glass refill systems
Oatmeal,Food,Fabric,Yes,Contains steel and adhesives,2.6277311590407737,119,76.30316116674707,High,Use organic cotton or hemp fabrics
Pasta,Food,Plastic,No,Contains organic cotton and binders,6.4582816548806425,172,24.52397852427969,Low,Use bioplastic or glass packaging
Oatmeal,Food,Aluminum,Yes,Contains bioplastic and binders,9.334697838857943,219,58.41968646653194,Medium,Promote closed-loop aluminum recycling
Air Conditioner,Electronics,Metal,Yes,Contains aluminium and starch base,2.07853447884382,102,80.65807762057426,High,Switch to stainless steel components
Chips,Food,Glass,Yes,Contains glass and minor additives,1.189403295012928,62,90.57943420445164,High,Encourage glass refill systems
Oatmeal,Food,Bamboo,Yes,Contains organic cotton and colorants,-0.1440552653108659,27,97.72051421927884,High,Use bamboo-based sustainable design
Pasta,Food,Fabric,Yes,Contains aluminium and minor additives,2.9686538287233595,126,79.97192877694013,High,Use organic cotton or hemp fabrics
Milk Carton,Food,Aluminum,Yes,Contains recycled wood and binders,8.806697405956296,183,56.180133206767735,Medium,Promote closed-loop aluminum recycling
Tablet,Electronics,Metal,Yes,Contains recycled wood and adhesives,1.5665126673539875,93,79.82978191844583,High,Switch to stainless steel components
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains hemp and minor additives,2.132277841489807,65,87.60203334056627,High,Use recycled wood shelf
Smartphone,Electronics,Paper,Yes,Contains hemp and minor additives,0.7422882875772819,47,92.4915951473092,High,Use recycled paper packaging
Pen,Daily-use,Metal,Yes,Contains aluminium and minor additives,1.6129752679555502,91,83.29553241784643,High,Switch to stainless steel components
Water Bottle,Daily-use,Glass,Yes,Contains bioplastic and eco resin,1.4899778633980594,59,86.93924370409947,High,Encourage glass refill systems
Air Conditioner,Electronics,Bamboo,Yes,Contains aluminium and minor additives,0.3006202959702346,30,95.21878361270946,High,Use bamboo-based sustainable design
LED TV,Electronics,Rubber,No,Contains bamboo and starch base,3.505619581241424,149,34.063624326662975,Low,Replace with natural rubber
Yogurt Cup,Food,Metal,Yes,Contains glass and starch base,2.390252524717459,98,80.76592603398332,High,Switch to stainless steel components
Sofa,Furniture,Plastic Film,No,Contains aluminium and adhesives,4.65073804842671,185,45.0557746993499,Low,Use organic fabric sofa
Chips,Food,Glass,Yes,Contains hemp and colorants,1.059128195200784,61,87.22125675086704,High,Encourage glass refill systems
Air Conditioner,Electronics,Rubber,No,Contains steel and colorants,3.948186647641173,136,33.525620258185555,Low,Replace with natural rubber
Milk Carton,Food,Bamboo,Yes,Contains recycled wood and adhesives,-0.1033696509513613,31,92.6534485497449,High,Use bamboo-based sustainable design
Water Bottle,Daily-use,Aluminum,Yes,Contains glass and starch base,9.413831731267154,193,61.40202541735785,Medium,Promote closed-loop aluminum recycling
Perfume,Cosmetics,Bamboo,Yes,Contains organic cotton and binders,0.4385044832849425,30,97.66809213842826,High,Use bamboo-based sustainable design
Refrigerator,Electronics,Metal,Yes,Contains glass and binders,1.6192300240327957,94,78.02871783715659,High,Switch to stainless steel components
Juice Bottle,Food,Metal,Yes,Contains steel and adhesives,2.269374186043762,107,79.15653909778209,High,Switch to stainless steel components
Air Conditioner,Electronics,Rubber,No,Contains steel and starch base,4.490511403014358,149,34.09828677994359,Low,Replace with natural rubber
Candle,Daily-use,Paper,Yes,Contains aluminium and minor additives,0.3733129406189764,50,92.84883386598496,High,Use recycled paper packaging
Wooden Chair,Furniture,Cardboard,Yes,Contains bioplastic and starch base,2.323492035014445,79,80.66063320649937,Medium,Use bamboo-based chair
Body Lotion,Cosmetics,Bamboo,Yes,Contains recycled wood and eco resin,0.0737682639897026,27,94.06109446726924,High,Use bamboo-based sustainable design
Shampoo,Cosmetics,Glass,Yes,Contains bioplastic and adhesives,0.7739233143409584,58,85.68447254881212,High,Encourage glass refill systems
Smartwatch,Electronics,Glass,Yes,Contains hemp and starch base,1.69253251951457,64,87.74966731427173,High,Encourage glass refill systems
Pasta,Food,Rubber,No,Contains recycled wood and colorants,4.030778749641656,138,33.80962749290294,Low,Replace with natural rubber
Nail Polish,Cosmetics,Metal,Yes,Contains bioplastic and minor additives,2.196629324664922,90,78.29899686780882,High,Switch to stainless steel components
Face Cream,Cosmetics,Glass,Yes,Contains aluminium and eco resin,1.1674347450461735,60,88.91637722901467,High,Encourage glass refill systems
Cereal Box,Food,Metal,Yes,Contains bamboo and starch base,1.7956307968666172,91,82.9098854725608,High,Switch to stainless steel components
Headphones,Electronics,Fabric,Yes,Contains steel and colorants,2.763997091034339,125,79.49420602504544,High,Use organic cotton or hemp fabrics
Sofa,Furniture,Plastic Film,No,Contains organic cotton and binders,4.973232081890705,203,47.10860225880881,Low,Use organic fabric sofa
LED TV,Electronics,Bamboo,Yes,Contains steel and colorants,0.6369606582442728,29,97.0532504124388,High,Use bamboo-based sustainable design
Perfume,Cosmetics,Metal,Yes,Contains glass and eco resin,1.8978548416158507,109,79.79195872691827,High,Switch to stainless steel components
Cereal Box,Food,Glass,Yes,Contains hemp and minor additives,0.7648721423213589,61,89.4219550400419,High,Encourage glass refill systems
Chips,Food,Fabric,Yes,Contains bioplastic and colorants,2.777884392069298,108,80.88583297731363,High,Use organic cotton or hemp fabrics
Bread Loaf,Food,Glass,Yes,Contains aluminium and colorants,1.4713528830914189,59,88.91515767602858,High,Encourage glass refill systems
Smartwatch,Electronics,Rubber,No,Contains bioplastic and starch base,3.904967576247792,143,33.21355601262807,Low,Replace with natural rubber
Towel,Daily-use,Rubber,No,Contains organic cotton and adhesives,3.647682779748399,139,37.110927044191484,Low,Replace with natural rubber
Pen,Daily-use,Aluminum,Yes,Contains recycled wood and adhesives,8.56371743274674,206,59.4847829234496,Medium,Promote closed-loop aluminum recycling
Moisturizer,Cosmetics,Glass,Yes,Contains bioplastic and binders,1.0497144667724865,65,88.1478417838776,High,Encourage glass refill systems
Notebook,Daily-use,Glass,Yes,Contains aluminium and adhesives,1.3092039272941065,64,86.83828749784279,High,Encourage glass refill systems
Detergent,Daily-use,Glass,Yes,Contains hemp and minor additives,1.1407638717845137,65,89.22626972319514,High,Encourage glass refill systems
Pen,Daily-use,Rubber,No,Contains hemp and starch base,4.3237467742408615,151,36.18594323974896,Low,Replace with natural rubber
Notebook,Daily-use,Metal,Yes,Contains bioplastic and adhesives,2.3382417045476256,107,82.6587827422836,High,Switch to stainless steel components
Bed Frame,Furniture,Paper Wrap,Yes,Contains aluminium and starch base,4.462136039703127,125,77.1368390864318,Medium,Use bamboo-based bed
Soap,Cosmetics,Glass,Yes,Contains bamboo and binders,1.4338183916388043,60,90.36265628478984,High,Encourage glass refill systems
Headphones,Electronics,Glass,Yes,Contains recycled wood and eco resin,1.3656020975345595,62,88.69807675954064,High,Encourage glass refill systems
Headphones,Electronics,Aluminum,Yes,Contains hemp and binders,8.845616730645219,208,60.24857070194134,Medium,Promote closed-loop aluminum recycling
Water Bottle,Daily-use,Paper,Yes,Contains organic cotton and adhesives,0.8468909277578215,48,87.75459296644324,High,Use recycled paper packaging
Laptop,Electronics,Aluminum,Yes,Contains hemp and adhesives,8.694161863117088,203,59.63917859317549,Medium,Promote closed-loop aluminum recycling
Tablet,Electronics,Fabric,Yes,Contains bioplastic and colorants,2.5861333509173594,129,79.92504240443638,High,Use organic cotton or hemp fabrics
Lipstick,Cosmetics,Glass,Yes,Contains steel and starch base,0.8391241118663652,57,85.95125040985471,High,Encourage glass refill systems
Bread Loaf,Food,Metal,Yes,Contains hemp and adhesives,1.9061165980678565,101,79.13141621269158,High,Switch to stainless steel components
Water Bottle,Daily-use,Aluminum,Yes,Contains steel and eco resin,8.984727722400374,197,58.58887194889207,Medium,Promote closed-loop aluminum recycling
Moisturizer,Cosmetics,Aluminum,Yes,Contains organic cotton and eco resin,8.915473707676501,208,60.00627300664689,Medium,Promote closed-loop aluminum recycling
Moisturizer,Cosmetics,Metal,Yes,Contains bamboo and adhesives,1.5836393766575148,106,82.42615074692519,High,Switch to stainless steel components
Yogurt Cup,Food,Aluminum,Yes,Contains glass and starch base,9.424840222211303,200,55.69841868296116,Medium,Promote closed-loop aluminum recycling
Bread Loaf,Food,Metal,Yes,Contains recycled wood and adhesives,2.192001231992843,96,81.93346497900951,High,Switch to stainless steel components
Soap,Cosmetics,Glass,Yes,Contains steel and eco resin,0.7952968096384716,56,87.74083693507794,High,Encourage glass refill systems
Smartphone,Electronics,Bamboo,Yes,Contains recycled wood and eco resin,0.200510718221674,27,92.02405458519002,High,Use bamboo-based sustainable design
LED TV,Electronics,Bamboo,Yes,Contains organic cotton and binders,0.2961674817010167,29,95.6081129190888,High,Use bamboo-based sustainable design
Nail Polish,Cosmetics,Plastic,No,Contains aluminium and minor additives,6.355295198225206,182,27.27679143283769,Low,Use bioplastic or glass packaging
Sofa,Furniture,Plastic Film,No,Contains steel and binders,5.482861587685309,191,45.30129503411421,Low,Use organic fabric sofa
Water Bottle,Daily-use,Plastic,No,Contains bioplastic and eco resin,6.318838532015824,174,27.164828472043943,Low,Use bioplastic or glass packaging
LED TV,Electronics,Rubber,No,Contains bamboo and minor additives,3.822124918421542,160,31.73123349412927,Low,Replace with natural rubber
Pasta,Food,Fabric,Yes,Contains hemp and colorants,2.593487841232288,129,78.577163891988,High,Use organic cotton or hemp fabrics
Candle,Daily-use,Fabric,Yes,Contains bamboo and eco resin,2.3708074305843003,115,75.92472870960668,High,Use organic cotton or hemp fabrics
Refrigerator,Electronics,Rubber,No,Contains hemp and eco resin,4.26574701542298,157,31.2620428465758,Low,Replace with natural rubber
Air Conditioner,Electronics,Rubber,No,Contains bamboo and colorants,4.310801131356199,138,33.83510437212271,Low,Replace with natural rubber
Juice Bottle,Food,Metal,Yes,Contains steel and minor additives,2.499902121879534,100,78.09915982349408,High,Switch to stainless steel components
Sofa,Furniture,Plastic Film,No,Contains organic cotton and adhesives,4.563317358613739,199,43.12172761196827,Low,Use organic fabric sofa
Smartphone,Electronics,Rubber,No,Contains recycled wood and adhesives,4.036891191802079,162,36.65943683755493,Low,Replace with natural rubber
Moisturizer,Cosmetics,Paper,Yes,Contains bamboo and binders,0.697372360860773,49,90.32064726744572,High,Use recycled paper packaging
Headphones,Electronics,Plastic,No,Contains steel and starch base,6.173756818931768,180,25.445238139255974,Low,Use bioplastic or glass packaging
Chips,Food,Glass,Yes,Contains organic cotton and eco resin,0.972186517298709,61,88.20352730314535,High,Encourage glass refill systems
Soap,Cosmetics,Glass,Yes,Contains recycled wood and adhesives,1.4067405412017249,54,85.7111304901422,High,Encourage glass refill systems
Headphones,Electronics,Plastic,No,Contains glass and adhesives,6.032738580227818,173,25.966835530051807,Low,Use bioplastic or glass packaging
Pasta,Food,Bamboo,Yes,Contains aluminium and colorants,0.0312175429923459,29,97.02808686844084,High,Use bamboo-based sustainable design
Soap,Cosmetics,Glass,Yes,Contains glass and minor additives,1.184379501608913,58,86.79049973229435,High,Encourage glass refill systems
Moisturizer,Cosmetics,Bamboo,Yes,Contains bamboo and eco resin,0.0617667592642478,27,95.86463967427198,High,Use bamboo-based sustainable design
Umbrella,Daily-use,Plastic,No,Contains bamboo and starch base,6.315155594945952,175,27.11458308788761,Low,Use bioplastic or glass packaging
Yogurt Cup,Food,Paper,Yes,Contains glass and binders,0.7514323510407918,45,89.93485339703379,High,Use recycled paper packaging
Smartwatch,Electronics,Paper,Yes,Contains bioplastic and minor additives,1.19366563817124,52,88.11252667402147,High,Use recycled paper packaging
Sofa,Furniture,Plastic Film,No,Contains aluminium and colorants,5.266199117721813,204,46.84370191551989,Low,Use organic fabric sofa
Refrigerator,Electronics,Bioplastic,Yes,Contains organic cotton and minor additives,1.4716837545267594,60,86.86662182820889,High,Adopt bioplastic materials
Nail Polish,Cosmetics,Bamboo,Yes,Contains hemp and binders,0.4798554214029772,31,93.9219794509548,High,Use bamboo-based sustainable design
Chips,Food,Metal,Yes,Contains glass and starch base,1.8139726919814807,107,80.34447311948377,High,Switch to stainless steel components
Water Bottle,Daily-use,Bamboo,Yes,Contains hemp and colorants,0.1557854238755644,32,93.51393745838485,High,Use bamboo-based sustainable design
Detergent,Daily-use,Plastic,No,Contains organic cotton and starch base,6.3731125870318,176,27.869819723691062,Low,Use bioplastic or glass packaging
Bread Loaf,Food,Metal,Yes,Contains glass and starch base,2.154202810711098,99,77.75895042991124,High,Switch to stainless steel components
Face Cream,Cosmetics,Paper,Yes,Contains recycled wood and eco resin,0.9526997960637482,45,92.73876405644324,High,Use recycled paper packaging
Juice Bottle,Food,Metal,Yes,Contains hemp and eco resin,2.230729938045912,92,80.11959408176142,High,Switch to stainless steel components
Toothbrush,Daily-use,Bioplastic,Yes,Contains glass and binders,0.9027307492005784,55,89.15684623883989,High,Adopt bioplastic materials
Sofa,Furniture,Plastic Film,No,Contains recycled wood and minor additives,5.193503571416066,193,43.68120092072066,Low,Use organic fabric sofa
Headphones,Electronics,Glass,Yes,Contains bamboo and minor additives,1.387605036457764,62,88.28225141476875,High,Encourage glass refill systems
Tablet,Electronics,Aluminum,Yes,Contains organic cotton and adhesives,9.408215226689403,193,57.37178925636697,Medium,Promote closed-loop aluminum recycling
Table,Furniture,Recyclable Paper Wrap,Yes,Contains aluminium and eco resin,3.406215027136513,104,84.82715841745441,High,Use reclaimed wood table
Chips,Food,Paper,Yes,Contains glass and starch base,1.2527423685038004,49,89.25560883530002,High,Use recycled paper packaging
Bed Frame,Furniture,Paper Wrap,Yes,Contains glass and minor additives,4.356624553429171,116,75.9428858378443,Medium,Use bamboo-based bed
Smartphone,Electronics,Bamboo,Yes,Contains aluminium and minor additives,0.5408339858237092,31,97.7174959797127,High,Use bamboo-based sustainable design
Laptop,Electronics,Bioplastic,Yes,Contains hemp and colorants,1.2260852365186854,64,88.91200738186765,High,Adopt bioplastic materials
Laptop,Electronics,Bioplastic,Yes,Contains steel and adhesives,1.3285709092176112,58,92.35722530326014,High,Adopt bioplastic materials
Water Bottle,Daily-use,Fabric,Yes,Contains recycled wood and binders,2.11020552152341,121,79.16172079959567,High,Use organic cotton or hemp fabrics
Bed Frame,Furniture,Paper Wrap,Yes,Contains recycled wood and eco resin,4.4851474252316645,121,76.64937412513967,Medium,Use bamboo-based bed
Smartwatch,Electronics,Bioplastic,Yes,Contains aluminium and adhesives,1.0921909034041786,55,90.01428677361046,High,Adopt bioplastic materials
Candle,Daily-use,Metal,Yes,Contains organic cotton and eco resin,1.8966975449393009,107,80.91845353871473,High,Switch to stainless steel components
Milk Carton,Food,Paper,Yes,Contains hemp and starch base,0.9623788993933284,46,87.82097560651205,High,Use recycled paper packaging
Nail Polish,Cosmetics,Bamboo,Yes,Contains aluminium and binders,0.1635245919727414,28,91.96519347450278,High,Use bamboo-based sustainable design
Water Bottle,Daily-use,Plastic,No,Contains recycled wood and adhesives,6.3549391867139615,196,28.01742014101859,Low,Use bioplastic or glass packaging
Face Cream,Cosmetics,Fabric,Yes,Contains aluminium and starch base,2.7111603670573508,111,76.61095485124955,High,Use organic cotton or hemp fabrics
Water Bottle,Daily-use,Rubber,No,Contains bamboo and minor additives,3.8132695979615976,164,32.30704264244029,Low,Replace with natural rubber
Chips,Food,Paper,Yes,Contains steel and starch base,1.0933114252693146,52,88.85216757709496,High,Use recycled paper packaging
Table,Furniture,Recyclable Paper Wrap,Yes,Contains organic cotton and adhesives,2.953501721070729,96,83.61726817326007,High,Use reclaimed wood table
Headphones,Electronics,Fabric,Yes,Contains organic cotton and colorants,2.1863849749938105,110,80.79033696880794,High,Use organic cotton or hemp fabrics
Body Lotion,Cosmetics,Rubber,No,Contains aluminium and eco resin,4.1093225548972825,162,36.97962625817245,Low,Replace with natural rubber
Bed Frame,Furniture,Paper Wrap,Yes,Contains glass and eco resin,4.4024677846451405,110,73.23755022194403,Medium,Use bamboo-based bed
Bed Frame,Furniture,Paper Wrap,Yes,Contains aluminium and starch base,4.15018285026658,128,75.37266016501073,Medium,Use bamboo-based bed
Milk Carton,Food,Glass,Yes,Contains bioplastic and starch base,1.5868778016924818,58,89.27401802866041,High,Encourage glass refill systems
Pen,Daily-use,Metal,Yes,Contains glass and adhesives,2.3346190258560933,93,78.7427121933212,High,Switch to stainless steel components
Smartphone,Electronics,Bioplastic,Yes,Contains organic cotton and binders,0.8366644147699152,62,91.66653961134408,High,Adopt bioplastic materials
Headphones,Electronics,Paper,Yes,Contains bioplastic and adhesives,0.4411819605742815,45,88.96224211891645,High,Use recycled paper packaging
Soap,Cosmetics,Aluminum,Yes,Contains bamboo and binders,8.870814721134943,204,57.561875800951725,Medium,Promote closed-loop aluminum recycling
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains hemp and minor additives,1.5904642054904472,76,90.14219688597184,High,Use recycled wood shelf
Smartwatch,Electronics,Fabric,Yes,Contains bamboo and eco resin,2.365225658736875,131,77.60662399469746,High,Use organic cotton or hemp fabrics
Bed Frame,Furniture,Paper Wrap,Yes,Contains recycled wood and adhesives,3.549772928869273,115,77.58658547948686,Medium,Use bamboo-based bed
Bread Loaf,Food,Paper,Yes,Contains bamboo and adhesives,0.7431534508736487,52,90.3987817734251,High,Use recycled paper packaging
Shampoo,Cosmetics,Fabric,Yes,Contains organic cotton and adhesives,2.260406184160775,110,79.11475525074806,High,Use organic cotton or hemp fabrics
Pen,Daily-use,Aluminum,Yes,Contains recycled wood and starch base,9.413441068342305,182,57.44149536926851,Medium,Promote closed-loop aluminum recycling
Headphones,Electronics,Bamboo,Yes,Contains bamboo and adhesives,0.5336126195276976,27,96.72019350552615,High,Use bamboo-based sustainable design
